evidence_id,name_ja,candidate_id,production_recipe_ids,wave,representability,decision_status,implementation_type,identity_set_status,identity_ingredient_count,existing_ingredient_count,new_ingredient_count,new_ingredient_ids,overlap_ratio,nearest_production_recipe_id,nearest_jaccard,collision_risk,collision_risk_reasons,required_capabilities,candidate_capabilities,runtime_contract_dependencies,sauce_base_status,sauce_base_ingredient_id,evidence_complete,blocker_types,review_item_types,dedicated_asset_required,pitz_price,unlock_fee,star_gate,non_star_condition,completion_gate
keema-pizza-pizzadb-p2,キーマピザ,keema-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,0,,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED|UNRESOLVED_INGREDIENT|UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
kimchi-pizza-pizzadb-p2,キムチピザ,kimchi-pizza,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,3,green-onion|kimchi|pork,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,PREP_STEP,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
cuban-pizza-pizzadb-p2,キューバンピザ,cuban-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,1,4,mustard|pickles|pork|swiss-cheese,0.2,meat-lovers,0.1,LOW,,,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,mustard,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
quad-cities-style-pizza-pizzadb-p2,クアッドシティーズスタイルピザ,quad-cities-style-pizza,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,0,,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,DOUGH_VARIANT,,,family_derived,tomato-sauce,False,UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
goulash-pizza-pizzadb-p3,グヤーシュピザ,goulash-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,3,beef|paprika-powder|sour-cream,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
colorado-mountain-pie-pizzadb-p3,コロラドマウンテンパイ,colorado-mountain-pie,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,0,,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,DOUGH_VARIANT,,,family_derived,tomato-sauce,False,EVIDENCE_GAP,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
salsiccia-e-friarielli-pizzadb-p3,サルシッチャエフリアリエッリ,salsiccia-e-friarielli,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,2,1,friarielli,0.6667,salsiccia,0.5,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
chicago-stuffed-pizza-pizzadb-p3,シカゴスタッフドピザ,chicago-stuffed-pizza,,W5,NOT_REPRESENTABLE,READY_WITH_REVIEW,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,3,0,,1.0,salsiccia,1.0,HIGH,DISCOVERY_IDENTITY_REVIEW|EXACT_PRODUCTION_INGREDIENT_SET,DOUGH_VARIANT|ENCLOSE,,,family_derived,tomato-sauce,True,,NAMING_CLUSTER|SAME_INGREDIENT_SET_AS_CATALOG_RECIPE,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
potato-mayo-pizza-pizzadb-p3,じゃがマヨピザ,potato-mayo-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,3,corn|mayo|potato,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
jamaican-jerk-chicken-pizza-pizzadb-p3,ジャマイカンジャークチキンピザ,jamaican-jerk-chicken-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,3,chicken|green-pepper|pineapple,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
shirasu-pizza-pizzadb-p3,しらすピザ,shirasu-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,1,3,lemon|shiso|whitebait,0.25,salsiccia,0.1667,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
tandoori-paneer-pizza-pizzadb-p5,タンドリーパニールピザ,tandoori-paneer-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,2,green-pepper|paneer,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
chicken-tikka-pizza-pizzadb-p5,チキンティッカピザ,chicken-tikka-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,3,bell-pepper|chicken-tikka|cilantro,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,PREPARED_COMPOSITE_INGREDIENT,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
diavola-pizza-pizzadb-p5,ディアボラ,diavola-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,1,spicy-salami,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,family_derived,tomato-sauce,False,COMPOSITION_CONFLICT_CANDIDATE|UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
detroit-style-pizza-pizzadb-p5,デトロイトスタイルピザ,detroit-style-pizza,,W5,NOT_REPRESENTABLE,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,2,1,brick-cheese,0.6667,pepperoni,0.5,LOW,,DOUGH_VARIANT|LATE_ADDITION|PAN_BAKE|DOUGH_SHAPE_TARGET,,,family_derived,tomato-sauce,True,COMPOSITION_CONFLICT_CANDIDATE,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
turkish-pide-pizzadb-p5,トルコピデ,turkish-pide,,W5,NOT_REPRESENTABLE,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,0,2,fresh-tomato|parsley,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,DOUGH_VARIANT|DOUGH_SHAPE_TARGET,,,family_derived,tomato-sauce,False,UNRESOLVED_INGREDIENT|UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
nigerian-suya-pizza-pizzadb-p5,ナイジェリアンスヤピザ,nigerian-suya-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,2,beef|green-pepper,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
eggplant-tahini-pizza-pizzadb-p5,ナスとタヒニのピザ,eggplant-tahini-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,0,4,eggplant|parsley|pomegranate|tahini,0.0,tonno-e-cipolla,0.0,LOW,,,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,tahini,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
eggplant-ricotta-pizza-pizzadb-p5,ナスとリコッタのピザ,eggplant-ricotta-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,1,3,eggplant|mint|ricotta,0.25,pizza-bianca,0.2,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
eggplant-dengaku-pizza-pizzadb-p6,ナス田楽ピザ,eggplant-dengaku-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,1,3,eggplant|miso-sauce|white-sesame,0.25,salsiccia,0.1667,LOW,,,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,miso-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
nashville-hot-chicken-pizza-pizzadb-p6,ナッシュビルホットチキンピザ,nashville-hot-chicken-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,3,chicken|honey|pickles,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
new-england-bar-pizza-pizzadb-p6,ニューイングランドバーピザ,new-england-bar-pizza,,W5,NOT_REPRESENTABLE,READY_WITH_REVIEW,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,3,0,,1.0,pepperoni,1.0,HIGH,DISCOVERY_IDENTITY_REVIEW|EXACT_PRODUCTION_INGREDIENT_SET|MATRIX_COLLISION_REF,DOUGH_VARIANT|PAN_BAKE,,,family_derived,tomato-sauce,True,,SAME_INGREDIENT_SET_AS_CATALOG_RECIPE,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
new-zealand-lamb-pizza-pizzadb-p6,ニュージーランドラムピザ,new-zealand-lamb-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,lamb|sweet-potato,0.5,pizza-bianca,0.2,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
nutella-dessert-pizza-pizzadb-p6,ヌテラデザートピザ,nutella-dessert-pizza,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,0,3,banana|nutella-spread|powdered-sugar,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,LATE_ADDITION,,UNSUPPORTED_SAUCE_ID_CONTRACT,listed,nutella-spread,False,COMPOSITION_CONFLICT_CANDIDATE|UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
baingan-bharta-pizza-pizzadb-p6,バインガンバルタピザ,baingan-bharta-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,3,cilantro|eggplant|fresh-tomato,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
banh-mi-pizza-pizzadb-p6,バインミーピザ,banh-mi-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,4,carrot|cilantro|daikon|liver-pate,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
buffalo-cauliflower-pizza-pizzadb-p6,バッファローカリフラワーピザ,buffalo-cauliflower-pizza,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,1,2,blue-cheese-dressing|cauliflower,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,MULTI_SPREAD_LAYER,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
baba-ganoush-pizza-pizzadb-p7,ババガヌーシュピザ,baba-ganoush-pizza,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,1,3,eggplant|parsley|pine-nuts,0.25,pizza-bianca,0.2,LOW,,,,,listed,olive-oil,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
jamon-serrano-pizza-pizzadb-p7,ハモンセラーノピザ,jamon-serrano-pizza,,W2,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,arugula|prosciutto-crudo,0.5,salsiccia,0.4,HIGH,MATRIX_COLLISION_REF,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
jalapeno-popper-pizza-pizzadb-p7,ハラペーニョポッパーピザ,jalapeno-popper-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,cream-cheese|jalapeno,0.5,breakfast-pizza,0.3333,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
palmitos-salsa-golf-pizzadb-p7,パルミートス・イ・サルサ・ゴルフ,palmitos-salsa-golf,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,3,1,palm-heart,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,DOUGH_VARIANT,,,unspecified,,False,BASE_SAUCE_UNSPECIFIED,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
parmigiana-pizza-pizzadb-p7,パルミジャーナピザ,parmigiana-pizza,,W1,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,4,1,eggplant,0.8,margherita,0.6,LOW,,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
palmito-pizza-pizzadb-p7,パルミットピザ,palmito-pizza,,W4,FULL,READY,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,2,1,palm-heart,0.6667,capricciosa,0.2857,LOW,,,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
bambino-pizzadb-p7,バンビーノ,bambino,,W1,FULL,READY,NEW_INGREDIENT_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,3,1,corn,0.75,meat-lovers,0.4286,LOW,,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
piadina-romagnola-pizzadb-p7,ピアディーナ・ロマニョーラ,piadina-romagnola,,W4,PARTIAL,READY,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,3,0,3,arugula|cream-cheese|prosciutto-crudo,0.0,tonno-e-cipolla,0.0,LOW,,DOUGH_VARIANT,,SAUCELESS_RECIPE_CONTRACT,none,,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-overload-pizzadb-p7,ピザオーバーロード,pizza-overload,,W3,FULL,READY_WITH_REVIEW,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,4,2,hot-dog|pineapple,0.6667,meat-lovers,0.5,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,,,,family_derived,tomato-sauce,True,,PREPARED_COMPOSITE_INGREDIENT,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-salad-pizzadb-p7,ピザサラダ,pizza-salad,,W4,PARTIAL,READY,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,2,4,corn|cucumber|lettuce|yogurt-sauce,0.3333,salsiccia,0.2857,LOW,,MULTI_SPREAD_LAYER,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
bismarck-pizza-pizzadb-p7,ビスマルク,bismarck-pizza,bismarck,W0_CORRESPONDENCE,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,5,0,,1.0,funghi,0.6,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,,ZONED_PLACEMENT,,family_derived,tomato-sauce,True,COMPOSITION_CONFLICT_SHIPPED,CANDIDATE_CAPABILITY,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-alla-crudaiola-pizzadb-p8,ピッツァ・アッラ・クルダイオーラ,pizza-alla-crudaiola,,W4,PARTIAL,READY,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,3,3,arugula|burrata|fresh-tomato,0.5,salsiccia,0.2857,LOW,,MULTI_SPREAD_LAYER,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-asparagi-limone-pizzadb-p8,ピッツァ・コン・アスパラージ・クルーディ・エ・リモーネ,pizza-asparagi-limone,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,3,2,asparagus|lemon,0.6,quattro-formaggi,0.4286,LOW,,,LATE_ADDITION,SAUCELESS_RECIPE_CONTRACT,none,,True,MECHANIC_INTERPRETATION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-carciofi-salad-pizzadb-p8,ピッツァ・コン・インサラータ・ディ・カルチョーフィ,pizza-carciofi-salad,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,3,3,artichoke|celery|lemon,0.5,quattro-formaggi,0.375,LOW,,DOUGH_VARIANT,LATE_ADDITION,SAUCELESS_RECIPE_CONTRACT,none,,True,MECHANIC_INTERPRETATION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-finocchi-salad-pizzadb-p8,ピッツァ・コン・インサラータ・ディ・フィノッキ,pizza-finocchi-salad,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,3,3,fennel|mint|orange,0.5,quattro-formaggi,0.2222,LOW,,,LATE_ADDITION,SAUCELESS_RECIPE_CONTRACT,none,,True,MECHANIC_INTERPRETATION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-cavolo-carote-pizzadb-p8,ピッツァ・コン・カーヴォロ・ロッソ・エ・カローテ,pizza-cavolo-carote,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,2,4,carrot|lemon|red-cabbage|sunflower-seeds,0.3333,quattro-formaggi,0.2222,LOW,,,LATE_ADDITION,SAUCELESS_RECIPE_CONTRACT,none,,True,MECHANIC_INTERPRETATION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-zucchine-menta-pizzadb-p8,ピッツァ・コン・ズッキーネ・クルーデ・エ・メンタ,pizza-zucchine-menta,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,RUNTIME_CONTRACT_CHANGE_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,2,4,lemon|mint|ricotta|zucchini,0.3333,quattro-formaggi,0.2222,LOW,,,LATE_ADDITION,SAUCELESS_RECIPE_CONTRACT,none,,True,MECHANIC_INTERPRETATION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-cicoria-limone-pizzadb-p8,ピッツァ・コン・チコリア・エ・リモーネ,pizza-cicoria-limone,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,2,3,chicory|lemon|pecorino,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,DOUGH_VARIANT,LATE_ADDITION,SAUCELESS_RECIPE_CONTRACT,none,,False,MECHANIC_INTERPRETATION|UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-puntarelle-pizzadb-p8,ピッツァ・コン・プンタレッレ,pizza-puntarelle,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,3,2,lemon|puntarelle,0.6,napoletana,0.2857,LOW,,DOUGH_VARIANT,LATE_ADDITION,SAUCELESS_RECIPE_CONTRACT,none,,True,MECHANIC_INTERPRETATION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-radicchio-noci-pizzadb-p8,ピッツァ・コン・ラディッキオ・クルード・エ・ノーチ,pizza-radicchio-noci,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_AND_RUNTIME_CONTRACT_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,2,3,balsamic-vinegar|radicchio|walnut,0.4,quattro-formaggi,0.25,LOW,,MULTI_SPREAD_LAYER,LATE_ADDITION,SAUCELESS_RECIPE_CONTRACT,none,,True,MECHANIC_INTERPRETATION,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-chilena-pizzadb-p8,ピッツァ・チレーナ,pizza-chilena,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,NOT_COMPUTABLE_INCOMPLETE_IDENTITY_SET,,4,0,,,,,UNKNOWN,INCOMPLETE_IDENTITY_SET,,,,family_derived,tomato-sauce,False,UNRESOLVED_INGREDIENT,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-portuguesa-pizzadb-p9,ピッツァ・ポルトゲーザ,pizza-portuguesa,,W1,FULL,READY,RECIPE_DATA_ONLY,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,6,6,0,,1.0,capricciosa,0.5,LOW,,,,,family_derived,tomato-sauce,True,,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-romana-pizzadb-p9,ピッツァ・ロマーナ,pizza-romana,,W4,PARTIAL,BLOCKED_PRODUCT_DECISION,NEW_MECHANIC_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,5,4,1,capers,0.8,napoletana,0.8,MEDIUM,CONTENT_REVIEW_OR_HIGH_SIMILARITY,DOUGH_VARIANT,,,family_derived,tomato-sauce,True,COMPOSITION_CONFLICT_CANDIDATE,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
pizza-alla-norma-pizzadb-p9,ピッツァアッラノルマ,pizza-alla-norma,,W3,FULL,BLOCKED_PRODUCT_DECISION,EVIDENCE_OR_CONTENT_REVIEW_REQUIRED,COMPUTED_FROM_COMPLETE_IDENTITY_SETS,4,2,2,eggplant|ricotta-salata,0.5,margherita,0.4,LOW,,,,,family_derived,tomato-sauce,True,COMPOSITION_CONFLICT_CANDIDATE,,False,TBD,TBD,TBD,OWNER_DECISION_REQUIRED,OWNER_DECISION_REQUIRED
